=== jgld.dll — Strings ===
 nth      paddr      vaddr len size section type    string                                                                                                                                                                                                                      
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   0 0x0000004d 0x1000004d  44   45         ascii   !This program cannot be run in DOS mode.\r\r\n$
2460 0x0008a988 0x1008a988   4    4 .text   ascii   u\nj\t
2461 0x0008a9cb 0x1008a9cb   7    7 .text   ascii   =tGjyh\
2462 0x0008a9ee 0x1008a9ee   4    4 .text   ascii   u\nj\t
2463 0x0008aae2 0x1008aae2   4    4 .text   ascii   u\nj\b
2464 0x0008b023 0x1008b023   4    8 .text   utf16le jjjj
2465 0x0008b046 0x1008b046   4    4 .text   ascii   jdht
2466 0x0008b20b 0x1008b20b   4    4 .text   ascii   M\b;\f
2467 0x0008b387 0x1008b387   4    4 .text   ascii   \f_^[
2468 0x0008b3c3 0x1008b3c3   4    4 .text   ascii   M\b;\f
2469 0x0008b3f5 0x1008b3f5   4    5 .text   ascii   U\fRj
2470 0x0008b405 0x1008b405   4    5 .text   ascii   U\bRj
2471 0x0008b475 0x1008b475   4    5 .text   ascii   M\bQj
2472 0x0008b7e0 0x1008b7e0   4    4 .text   ascii   B\f\f\b
2473 0x0008b98f 0x1008b98f   4    5 .text   ascii   U\bRj
2474 0x0008bde9 0x1008bde9  13   14 .text   ibm037  »(0JZi(0»í4cS
2475 0x0008bf96 0x1008bf96   5    5 .text   ascii   ;U\bu\f
2476 0x0008c2e3 0x1008c2e3   4    4 .text   ascii   QSVW
2477 0x0008c303 0x1008c303   4    4 .text   ascii   QSVW
2478 0x0008c325 0x1008c325   4    4 .text   ascii   \bSVW
2479 0x0008c32e 0x1008c32e   5    6 .text   ascii   E\b#E\f
2480 0x0008c365 0x1008c365   4    4 .text   ascii   \fSVW
2481 0x0008c3e8 0x1008c3e8  12   13 .text   ibm037  ÒÍ.RIR1Ô\rFeø
2482 0x0008c446 0x1008c446  11   12 .text   ibm037  6NRIR÷Ô¤Zh`
2483 0x0008c469 0x1008c469  11   12 .text   ibm037  CRÒRIRUºù¨-
2484 0x0008c47e 0x1008c47e   9   10 .text   ibm037   ÍKR1CFeø
2485 0x0008c56f 0x1008c56f  10   11 .text   ibm037  RIQ÷RUºù¨-
2486 0x0008c57c 0x1008c57c  16   17 .text   ibm037  R÷R0CR{RÜQRºÿ\ÆÍ
2487 0x0008c8f6 0x1008c8f6   4    4 .text   ascii   jihH
2488 0x0008c943 0x1008c943   4    4 .text   ascii   B\f\f 
2489 0x0008ca40 0x1008ca40   4    4 .text   ascii   }!h\b
2490 0x0008d0fc 0x1008d0fc   4    5 .text   ibm037  ieyÙ
2491 0x0008d141 0x1008d141   4    5 .text   ibm037  ieuÙ
2492 0x0008d33d 0x1008d33d   4    5 .text   ibm037  iehÙ
2493 0x0008d36f 0x1008d36f   7    8 .text   ibm037  ×{riehÙ
2494 0x0008d391 0x1008d391   5    6 .text   ibm037  riehÙ
2495 0x0008d3b6 0x1008d3b6   5    6 .text   ibm037  riehÙ
2496 0x0008d3d2 0x1008d3d2   5    6 .text   ibm037  IiehÙ
2497 0x0008d40e 0x1008d40e   6    7 .text   ibm037  7RiemÙ
2498 0x0008d42d 0x1008d42d   4    5 .text   ibm037  iemÙ
2499 0x0008d45b 0x1008d45b   4    5 .text   ibm037  iemÙ
2500 0x0008d510 0x1008d510   4    5 .text   ibm037  iemÙ
2501 0x0008d516 0x1008d516   4    5 .text   ibm037  inqÙ
2502 0x0008da05 0x1008da05   4    4 .text   ascii   \bSVW
2503 0x0008da6e 0x1008da6e   4    4 .text   ascii   B\f\f 
2504 0x0008da92 0x1008da92   4    5 .text   ascii   B\f%\f
2505 0x0008dbdc 0x1008dbdc   4    4 .text   ascii   \n_^[
2506 0x0008ddba 0x1008ddba   4    4 .text   ascii   mu\a3
2507 0x0008e066 0x1008e066   4    5 .text   ascii   ;M\fu
2508 0x0008e0da 0x1008e0da   4    5 .text   ascii   h8[\b
2509 0x0008e165 0x1008e165   4    4 .text   ascii   \bSVW
2510 0x0008e1f1 0x1008e1f1   4    5 .text   ascii   B\f%\f
2511 0x0008e20e 0x1008e20e   5    5 .text   ascii   uZj^h
2512 0x0008e2c3 0x1008e2c3   4    4 .text   ascii   QSVW
2513 0x0008e2d1 0x1008e2d1   4    4 .text   ascii   t!h\b
2514 0x0008e443 0x1008e443   4    4 .text   ascii   QSVW
2515 0x0008e463 0x1008e463   4    4 .text   ascii   QSVW
2516 0x0008e49e 0x1008e49e   5    5 .text   ascii   M\b#M\f
2517 0x0008e4f5 0x1008e4f5   4    4 .text   ascii   \bSVW
2518 0x0008e8fe 0x1008e8fe   4    5 .text   ascii   }\bA|
2519 0x0008e9a0 0x1008e9a0   4    5 .text   ascii   }\bA|
2520 0x0008ef59 0x1008ef59   5    5 .text   ascii   +Q\b9U
2521 0x0008eff6 0x1008eff6   4    4 .text   ascii   ;\b|A
2522 0x0008f1e6 0x1008f1e6   4    8 .text   utf16le jjjj
2523 0x0008f266 0x1008f266   4    8 .text   utf16le jjjj
2524 0x0008f6e9 0x1008f6e9   4    4 .text   ascii   E\b^_
2525 0x0008f6f5 0x1008f6f5   4    4 .text   ascii   E\b^_
2526 0x0008f707 0x1008f707   4    4 .text   ascii   E\b^_
2527 0x0008f721 0x1008f721   4    4 .text   ascii   E\b^_
2528 0x0008f881 0x1008f881   4    4 .text   ascii   E\b^_
2529 0x0008f88f 0x1008f88f   4    4 .text   ascii   E\b^_
2530 0x0008f8a5 0x1008f8a5   4    4 .text   ascii   E\b^_
2531 0x0008f8bf 0x1008f8bf   4    4 .text   ascii   E\b^_
2532 0x0008fa69 0x1008fa69   4    4 .text   ascii   9csm
2533 0x0008fba8 0x1008fba8   4    5 .text   ascii   t&:a
2534 0x0008fda1 0x1008fda1   5    5 .text   ascii   QXRj\b
2535 0x0008fdef 0x1008fdef   4    5 .text   ascii   ;U\bt
2536 0x0008fe29 0x1008fe29   4    5 .text   ascii   ;E\bt
2537 0x0008ff96 0x1008ff96   4    4 .text   ascii   jyh 
2538 0x000900a3 0x100900a3   4    4 .text   ascii   U\fRj
2539 0x000900b1 0x100900b1   4    4 .text   ascii   E\fPj
2540 0x000900bf 0x100900bf   4    4 .text   ascii   M\fQj
2541 0x000903e8 0x100903e8   4    4 .text   ascii   D\n\fP
2542 0x0009041a 0x1009041a   4    4 .text   ascii   D\n\fP
2543 0x0009045a 0x1009045a   4    4 .text   utf8    M\b;\f
2544 0x00090481 0x10090481   5    5 .text   ascii   }\b$w\r
2545 0x000906f0 0x100906f0   5    6 .text   ascii   +U\f;U
2546 0x0009071b 0x1009071b   5    6 .text   ascii   +E\f;E
2547 0x00090b26 0x10090b26   4    6 .text   utf8    ԋUԋB blocks=Cyrillic Supplement,Basic Latin
2548 0x00091213 0x10091213   4    4 .text   ascii   D$\bS
2549 0x00091282 0x10091282   4    4 .text   ascii   ^_[3
2550 0x00091297 0x10091297   6    7 .text   ibm037  dUÈXAY
2551 0x000912ba 0x100912ba   5    6 .text   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
2552 0x000912c1 0x100912c1   5    6 .text   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
2553 0x000912d1 0x100912d1   6    6 .text   ascii   L$\bWSV
2554 0x00091304 0x10091304   4    4 .text   ascii   ^[_3
2555 0x00091338 0x10091338   9   10 .text   ibm037  {;$¬«BZLÚ
2556 0x00091346 0x10091346   4    5 .text   utf8    ^[_Ë blocks=Basic Latin,Latin-1 Supplement
2557 0x0009139a 0x1009139a   4    5 .text   ascii   h8[\b
2558 0x00091502 0x10091502   4    5 .text   ascii   M\fQj
2559 0x00091580 0x10091580  18   18 .text   ibm037  JZJûJ²JQ\vIÍ473»07À
2560 0x000915a4 0x100915a4   9   10 .text   ascii   w\br\a;D$\fv
2561 0x000915ce 0x100915ce   4    4 .text   ascii   D$\f3
2562 0x000915ef 0x100915ef  18   18 .text   ibm037  JZJûJ²JQ\vIÍ473»H7À
2563 0x0009160c 0x1009160c   7    8 .text   ascii   ;T$\fw\br
2564 0x00091614 0x10091614   9   10 .text   ascii   ;D$\bv\b+D$
2565 0x00091622 0x10091622   8    8 .text   ascii   +D$\b\eT$\f
2566 0x00091660 0x10091660   4    4 .text   ascii   M\b;\r
2567 0x00091e80 0x10091e80   5    6 .text   ibm037  ú9CAY
2568 0x00091e91 0x10091e91   5    6 .text   utf8    ËD$\f% blocks=Latin-1 Supplement,Basic Latin
2569 0x00091ed2 0x10091ed2   4    4 .text   ibm037  RIQ\r
2570 0x00091eda 0x10091eda   4    4 .text   ibm037  RIR%
2571 0x00091ee9 0x10091ee9   4    4 .text   ibm037  RIQ\r
2572 0x00091ef1 0x10091ef1   4    4 .text   ibm037  RIR%
2573 0x00091efe 0x10091efe   5    6 .text   ascii   \vD$\bu
2574 0x00091f06 0x10091f06   5    6 .text   utf8    ËD$\f% blocks=Latin-1 Supplement,Basic Latin
2575 0x00091f50 0x10091f50   8    8 .text   ibm037  RIùQR{Q\r
2576 0x00091fa5 0x10091fa5   5    5 .text   ibm037  CQ8cD
2577 0x00091fc8 0x10091fc8   4    4 .text   ibm037  RIcD
2578 0x00091fe3 0x10091fe3   4    4 .text   ibm037  RIcD
2579 0x00092042 0x10092042   5    5 .text   ibm037  RIR{û
2580 0x00092088 0x10092088   5    5 .text   ibm037  RIR{û
2581 0x000920b0 0x100920b0   4    4 .text   ibm037  RIcD
2582 0x000920dc 0x100920dc   4    4 .text   ibm037  RIcD
2583 0x0009243e 0x1009243e   4    5 .text   ascii   D$\b%
2584 0x00092477 0x10092477   7    8 .text   ibm037  RIcD\fìB
2585 0x00092481 0x10092481   4    4 .text   ascii   t$\bX
2586 0x0009248a 0x1009248a   4    5 .text   ascii   D$\f%
2587 0x000924c3 0x100924c3   8    9 .text   ibm037  RIcD\fìB\b
2588 0x000924cd 0x100924cd   4    4 .text   ascii   t$\bX
2589 0x000924ff 0x100924ff   7    8 .text   ibm037  RIcD\fìB
2590 0x00092533 0x10092533   7    8 .text   ibm037  RIcD\fìB
2591 0x0009253e 0x1009253e   4    5 .text   ascii   D$\b%
2592 0x00092577 0x10092577   7    8 .text   ibm037  RIcD\fìB
2593 0x00092581 0x10092581   4    4 .text   ascii   |$\bX
2594 0x0009258a 0x1009258a   4    5 .text   ascii   D$\f%
2595 0x000925c3 0x100925c3   8    9 .text   ibm037  RIcD\fìB\b
2596 0x000925cd 0x100925cd   4    4 .text   ascii   |$\bX
2597 0x000925ff 0x100925ff   7    8 .text   ibm037  RIcD\fìB
2598 0x00092633 0x10092633   7    8 .text   ibm037  RIcD\fìB
2599 0x000926a5 0x100926a5   4    5 .text   ascii   D$.%
2600 0x00092742 0x10092742   6    6 .text   ibm037  RIR8û@
2601 0x00092763 0x10092763   5    6 .text   ascii   D$4\r?
2602 0x000927cd 0x100927cd   4    5 .text   ibm037  RIcZ
2603 0x00092823 0x10092823   4    5 .text   ascii   D$4\r
2604 0x00092897 0x10092897   4    5 .text   ascii   $\vD$
2605 0x000928b1 0x100928b1   5    6 .text   ascii   D$$\r?
2606 0x000928c2 0x100928c2   4    4 .text   ascii   D$ %
2607 0x000928ee 0x100928ee   4    5 .text   ascii   D$$\r
2608 0x00092915 0x10092915   6    6 .text   ibm037  !CR8cD
2609 0x0009295d 0x1009295d   4    5 .text   ascii   D$.%
2610 0x000929fa 0x100929fa   6    6 .text   ibm037  RIR8û@
2611 0x00092a1b 0x10092a1b   5    6 .text   ascii   D$4\r?
2612 0x00092a85 0x10092a85   4    5 .text   ibm037  RIcZ
2613 0x00092adb 0x10092adb   4    5 .text   ascii   D$4\r
2614 0x00092b52 0x10092b52   4    5 .text   ascii   $\vD$
2615 0x00092b6c 0x10092b6c   5    6 .text   ascii   D$$\r?
2616 0x00092b7d 0x10092b7d   4    4 .text   ascii   D$ %
2617 0x00092ba9 0x10092ba9   4    5 .text   ascii   D$$\r
2618 0x00092bd0 0x10092bd0   6    6 .text   ibm037  !CR8cD
2619 0x00092bf5 0x10092bf5   4    4 .text   ascii   \bSVW
2620 0x00092d0c 0x10092d0c   5    5 .text   ascii   E\bPj%
2621 0x00092d36 0x10092d36   7    7 .text   ascii   E\bPj%j\b
2622 0x00092d6e 0x10092d6e   6    7 .text   ascii   E\bPj%j
2623 0x00092e75 0x10092e75   7    7 .text   ascii   M\bQj&j\b
2624 0x00092ec5 0x10092ec5   5    5 .text   ascii   U\bRj&
2625 0x00093052 0x10093052   6    7 .text   ascii   E\bPj&j
2626 0x000930d1 0x100930d1   6    7 .text   ascii   M\bQj&j
2627 0x000933b3 0x100933b3   4    4 .text   ascii   QSVW
2628 0x000933c4 0x100933c4   4    4 .text   ascii   j.hD
2629 0x000933f6 0x100933f6   4    4 .text   ascii   j;hD
2630 0x0009359f 0x1009359f   4    5 .text   ascii   U\bRj
2631 0x000935a5 0x100935a5   5    6 .text   ascii   E\fPh 
2632 0x000938b5 0x100938b5   4    5 .text   ascii   U\bRj
2633 0x00093a64 0x10093a64   4    5 .text   ibm037  aAHi
2634 0x00093a98 0x10093a98   4    5 .text   ibm037  iad/
2635 0x00093ac3 0x10093ac3   4    5 .text   ibm037  aBHi
2636 0x00093b0b 0x10093b0b   7    8 .text   ibm037  »(4ihd/
2637 0x00093ce1 0x10093ce1   4    4 .text   ascii   M\bQh
2638 0x00093cfa 0x10093cfa   6    7 .text   ascii   U\bRht`
2639 0x00093d84 0x10093d84   6    7 .text   ascii   U\bRht`
2640 0x00093e31 0x10093e31   4    5 .text   ascii   ;U\f}
2641 0x0009403a 0x1009403a   4    5 .text   ascii   h8[\b
2642 0x000942bc 0x100942bc   4    8 .text   utf16le jjjj
2643 0x000943a9 0x100943a9   5    5 .text   ascii   ;M\br\b
2644 0x000943b1 0x100943b1   5    5 .text   ascii   ;U\fs\t
2645 0x000951c6 0x100951c6  12   24 .text   utf16le jjj䖋倔䶋儐喋刌䖍僴꿨 blocks=Basic Latin,CJK Unified Ideographs Extension A,CJK Unified Ideographs,Hangul Syllables
2646 0x000959fe 0x100959fe   4    5 .text   ascii   }\ba|
2647 0x00095aa0 0x10095aa0   4    5 .text   ascii   }\ba|
2648 0x00095c4a 0x10095c4a   4    5 .text   ascii   U\bRj
2649 0x00095c82 0x10095c82   4    5 .text   ascii   M\bQj
2650 0x00095d47 0x10095d47   4    5 .text   ascii   E\bPj
2651 0x00095da0 0x10095da0   4    5 .text   ascii   M\bQj
2652 0x00095de3 0x10095de3   4    5 .text   ascii   E\bPj
2653 0x00095e3c 0x10095e3c   4    5 .text   ascii   M\bQj
2654 0x00095e91 0x10095e91   4    4 .text   ascii   jHh\b
2655 0x00095fb6 0x10095fb6   4    4 .text   ascii   \bRj2
2656 0x00095fd5 0x10095fd5   4    4 .text   ascii   \fRj3
2657 0x0009604d 0x1009604d   5    5 .text   ascii   U\bRj7
2658 0x0009606d 0x1009606d   4    4 .text   ascii    Rj*
2659 0x0009608c 0x1009608c   4    4 .text   ascii   $Rj+
2660 0x000960ab 0x100960ab   4    4 .text   ascii   (Rj,
2661 0x000960ca 0x100960ca   4    4 .text   ascii   ,Rj-
2662 0x000960e9 0x100960e9   4    4 .text   ascii   0Rj.
2663 0x00096108 0x10096108   4    4 .text   ascii   4Rj/
2664 0x00096146 0x10096146   4    4 .text   ascii   8RjD
2665 0x00096165 0x10096165   4    4 .text   ascii   <RjE
2666 0x00096184 0x10096184   4    4 .text   ascii   @RjF
2667 0x000961a3 0x100961a3   4    4 .text   ascii   DRjG
2668 0x000961c2 0x100961c2   4    4 .text   ascii   HRjH
2669 0x000961e1 0x100961e1   4    4 .text   ascii   LRjI
2670 0x00096200 0x10096200   4    4 .text   ascii   PRjJ
2671 0x0009621f 0x1009621f   4    4 .text   ascii   TRjK
2672 0x0009623e 0x1009623e   4    4 .text   ascii   XRjL
2673 0x0009625d 0x1009625d   4    4 .text   ascii   \RjM
2674 0x0009627c 0x1009627c   4    4 .text   ascii   `RjN
2675 0x0009629b 0x1009629b   4    4 .text   ascii   dRjO
2676 0x000962ba 0x100962ba   4    4 .text   ascii   hRj8
2677 0x000962d9 0x100962d9   4    4 .text   ascii   lRj9
2678 0x000962f8 0x100962f8   4    4 .text   ascii   pRj:
2679 0x00096317 0x10096317   4    4 .text   ascii   tRj;
2680 0x00096336 0x10096336   4    4 .text   ascii   xRj<
2681 0x00096355 0x10096355   4    4 .text   ascii   |Rj=
2682 0x00096b41 0x10096b41   4    4 .text   ascii   jJh 
2683 0x00096d35 0x10096d35   4    4 .text   ascii    QjP
2684 0x00096d54 0x10096d54   4    4 .text   ascii   $RjQ
2685 0x00096db1 0x10096db1   4    4 .text   ascii   *RjT
2686 0x00096dd0 0x10096dd0   4    4 .text   ascii   +RjU
2687 0x00096def 0x10096def   4    4 .text   ascii   ,RjV
2688 0x00096e0e 0x10096e0e   4    4 .text   ascii   -RjW
2689 0x00096e2d 0x10096e2d   4    4 .text   ascii   .RjR
2690 0x00096e4c 0x10096e4c   4    4 .text   ascii   /RjS
2691 0x00096fe0 0x10096fe0   4    4 .text   ascii   j\h,
2692 0x00096ff9 0x10096ff9   4    4 .text   ascii   j^h,
2693 0x00097012 0x10097012   4    4 .text   ascii   j`h,
2694 0x0009702b 0x1009702b   4    4 .text   ascii   jbh,
2695 0x00097346 0x10097346   8    8 .text   ascii   PPPPPPPP
2696 0x00097386 0x10097386   8    8 .text   ascii   PPPPPPPP
2697 0x00097425 0x10097425   5    6 .text   ascii   j@h@g
2698 0x0009755c 0x1009755c   4    4 .text   ascii   tYj@
2699 0x00097c01 0x10097c01   4    5 .text   ascii   h0|\t
2700 0x00097d39 0x10097d39   4    4 .text   ascii   u(j\b
2701 0x00097d76 0x10097d76   4    4 .text   ascii   u#j\b
2702 0x00097de6 0x10097de6   4    5 .text   ascii   \fEtf
2703 0x00097e4a 0x10097e4a   5    5 .text   ascii   9E\bt.
2704 0x00098f2d 0x10098f2d   4    4 .text   ascii   E\f+E
2705 0x0009953b 0x1009953b   4    5 .text   ascii   \b\t\n\v
2706 0x000995de 0x100995de   6    6 .text   ascii   M\f;\bsl
2707 0x00099bbd 0x10099bbd  25   26 .text   ascii   \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n
2708 0x00099bd7 0x10099bd7   6    7 .text   ascii   \n\n\n\n\n\n
2709 0x00099bde 0x10099bde   4    5 .text   ascii   \n\n\n\n
2710 0x00099be3 0x10099be3  19   20 .text   ascii   \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n
2711 0x00099bfe 0x10099bfe   4    5 .text   ascii   \n\n\n\n
2712 0x00099c03 0x10099c03  12   12 .text   utf8    \n\n\n\n\n\a\b\n\n\n\n\t
2713 0x00099ca0 0x10099ca0   8   18 .text   utf16le jjj䖋倐䶋儌鷨 blocks=Basic Latin,CJK Unified Ideographs Extension A,CJK Unified Ideographs
2714 0x00099d1e 0x10099d1e   4    4 .text   ascii   ^jch
2715 0x00099eda 0x10099eda   4    5 .text   ascii   h8[\b
2716 0x00099f8d 0x10099f8d   4    8 .text   utf16le jjjj
2717 0x00099f9a 0x10099f9a   5    6 .text   ascii   U\fRh 
2718 0x0009a02c 0x1009a02c   5    6 .text   ascii   M\fQh 
2719 0x0009a241 0x1009a241   4    4 .text   ascii   \at!\n
2720 0x0009a260 0x1009a260   4    4 .text   ascii   u\rIu
2721 0x0009a2c0 0x1009a2c0   5    5 .text   ascii   FGQPS
2722 0x0009a2da 0x1009a2da   4    4 .text   ascii   u\tIu
2723 0x0009a57a 0x1009a57a   4    4 .text   ascii   u/j\v
2724 0x0009aeba 0x1009aeba   4    5 .text   ascii   h8[\b
2725 0x0009b05a 0x1009b05a   4    5 .text   ascii   h8[\b
2726 0x0009b194 0x1009b194   4    8 .text   utf16le jjjj
2727 0x0009b20b 0x1009b20b   5    5 .text   ascii   L$\fu\t
2728 0x0009b361 0x1009b361   4    5 .text   ascii   M\bQj
2729 0x0009b3aa 0x1009b3aa  15   32 .text   utf16le jjjjｪ喋诼倂jŪᗿ앤ဒ䖉菴 blocks=Basic Latin,Halfwidth and Fullwidth Forms,CJK Unified Ideographs,Latin Extended-A,Unified Canadian Aboriginal Syllabics,Hangul Syllables,Myanmar,CJK Unified Ideographs Extension A
2730 0x0009b3d1 0x1009b3d1   4    4 .text   ascii   hj=h
2731 0x0009b44a 0x1009b44a   4    5 .text   ascii   h8[\b
2732 0x0009b8b5 0x1009b8b5   4    4 .text   ascii   M\b;M
2733 0x0009b9c1 0x1009b9c1   4    4 .text   ascii   +E\bP
2734 0x0009bc59 0x1009bc59   4    4 .text   ascii   u\nj\t
2735 0x0009bc71 0x1009bc71   4    5 .text   ascii   t[hO
2736 0x0009bd7d 0x1009bd7d   4    5 .text   ascii   9U\fu
2737 0x0009bd9f 0x1009bd9f   4    5 .text   ascii   9U\fu
2738 0x0009bdbd 0x1009bdbd   4    5 .text   ascii   9E\fu
2739 0x0009bdd5 0x1009bdd5   4    4 .text   ascii   DSVW
2740 0x0009be75 0x1009be75   4    4 .text   ascii   DSVW
2741 0x0009bf15 0x1009bf15   4    4 .text   ascii   @SVW
2742 0x0009c005 0x1009c005   4    5 .text   ascii   }\f\b|
2743 0x0009c0b5 0x1009c0b5   4    4 .text   ascii   @SVW
2744 0x0009c0cd 0x1009c0cd   4    5 .text   ascii   M\fQj
2745 0x0009c0f5 0x1009c0f5   4    4 .text   ascii   LSVW
2746 0x0009c73c 0x1009c73c   5    5 .text   ascii   ;B\bt%
2747 0x0009c7e5 0x1009c7e5   4    4 .text   ascii   DSVW
2748 0x0009c827 0x1009c827   4    5 .text   ascii   U\fRj
2749 0x0009c835 0x1009c835   7    7 .text   ascii   M\b;A0t\a
2750 0x0009c8c5 0x1009c8c5   4    4 .text   ascii   TSVW
2751 0x0009ca45 0x1009ca45   4    4 .text   ascii   @SVW
2752 0x0009ca75 0x1009ca75   4    4 .text   ascii   @SVW
2753 0x0009cc75 0x1009cc75   4    4 .text   ascii   @SVW
2754 0x0009cd73 0x1009cd73   5    5 .text   ascii   P0_^[
2755 0x0009cd95 0x1009cd95   4    4 .text   ascii   DSVW
2756 0x0009ced0 0x1009ced0   4    5 .text   ascii   ;Q,s
2757 0x0009ced9 0x1009ced9   4    4 .text   ascii   H,+M
2758 0x0009ceea 0x1009ceea   4    4 .text   ascii   B(+E
2759 0x0009d264 0x1009d264   7    8 .text   ibm037  »(87JAZ
2760 0x0009d3b0 0x1009d3b0   5    5 .text   ascii   ;Q(uE
2761 0x0009d3bc 0x1009d3bc   7    7 .text   ascii   P,;Q$t7
2762 0x0009d3d2 0x1009d3d2   4    5 .text   ascii   ;B,s
2763 0x0009d3db 0x1009d3db   4    4 .text   ascii   Q,+U
2764 0x0009d3ec 0x1009d3ec   4    4 .text   ascii   H(+M
2765 0x0009d433 0x1009d433   4    5 .text   ascii   ;Q,s
2766 0x0009d43c 0x1009d43c   4    4 .text   ascii   H,+M
2767 0x0009d44d 0x1009d44d   4    4 .text   ascii   B(+E
2768 0x0009d461 0x1009d461   5    5 .text   ascii   ;B(uE
2769 0x0009d46d 0x1009d46d   7    7 .text   ascii   A,;B$t7
2770 0x0009d483 0x1009d483   4    5 .text   ascii   ;H,s
2771 0x0009d48c 0x1009d48c   4    4 .text   ascii   B,+E
2772 0x0009d49d 0x1009d49d   4    4 .text   ascii   Q(+U
2773 0x0009d7d6 0x1009d7d6   5    6 .text   ascii   M\b9A\b
2774 0x0009d9d8 0x1009d9d8   5    6 .text   ascii   U\b9J\b
2775 0x0009dc06 0x1009dc06   4    6 .text   utf8    ȉMȋU blocks=Latin Extended-B,Basic Latin
2776 0x0009dfed 0x1009dfed   4    5 .text   ascii   ;Q,s
2777 0x0009dff6 0x1009dff6   4    4 .text   ascii   H,+M
2778 0x0009e007 0x1009e007   4    4 .text   ascii   B(+E
2779 0x0009e085 0x1009e085   4    5 .text   ascii   ;H,s
2780 0x0009e08e 0x1009e08e   4    4 .text   ascii   B,+E
2781 0x0009e09f 0x1009e09f   4    4 .text   ascii   Q(+U
2782 0x0009e0b4 0x1009e0b4   7    7 .text   ascii   A,;B0t[
2783 0x0009e295 0x1009e295   4    4 .text   ascii   @SVW
2784 0x0009e315 0x1009e315   4    4 .text   ascii   @SVW
2785 0x0009e358 0x1009e358   5    5 .text   ascii   A,_^[
2786 0x0009e375 0x1009e375   4    4 .text   ascii   PSVW
2787 0x0009e5e2 0x1009e5e2   8    9 .text   ibm037  71ií8ZFÙ
2788 0x0009e605 0x1009e605   4    4 .text   ascii   @SVW
2789 0x0009e635 0x1009e635   4    4 .text   ascii   @SVW
2790 0x0009e649 0x1009e649   6    7 .text   ascii   E\bPhP\t
2791 0x0009e685 0x1009e685   4    4 .text   ascii   @SVW
2792 0x0009e6bb 0x1009e6bb   4    4 .text   ascii   \b_^[
2793 0x0009e6d5 0x1009e6d5   4    4 .text   ascii   @SVW
2794 0x0009e715 0x1009e715   4    4 .text   ascii   DSVW
2795 0x0009e920 0x1009e920   4    5 .text   ascii   ;E\fu
2796 0x0009e9c7 0x1009e9c7   9   10 .text   ibm037  »(yLSinh³
2797 0x0009eafc 0x1009eafc   8    9 .text   ibm037  »áyime°³
2798 0x0009eb12 0x1009eb12   4    4 .text   ascii   ;U\fr
2799 0x0009ebc5 0x1009ebc5   4    5 .text   ibm037  ied³
2800 0x0009ec92 0x1009ec92   9   10 .text   ibm037  »(yL\ied³
2801 0x0009ef05 0x1009ef05   4    4 .text   ascii   DSVW
2802 0x0009ef23 0x1009ef23   4    5 .text   ascii   Rh8s
2803 0x0009ef98 0x1009ef98   6    7 .text   ascii   E Ph,t
2804 0x0009f215 0x1009f215   4    4 .text   ascii   @SVW
2805 0x0009f255 0x1009f255   4    4 .text   ascii   LSVW
2806 0x0009f2f5 0x1009f2f5   4    4 .text   ascii   DSVW
2807 0x0009f3c9 0x1009f3c9   4    5 .text   ascii   ;H,s
2808 0x0009f3d2 0x1009f3d2   4    4 .text   ascii   B,+E
2809 0x0009f3e3 0x1009f3e3   4    4 .text   ascii   Q(+U
2810 0x0009f4d8 0x1009f4d8   4    5 .text   ascii   ;Q,s
2811 0x0009f4e1 0x1009f4e1   4    4 .text   ascii   H,+M
2812 0x0009f4f2 0x1009f4f2   4    4 .text   ascii   B(+E
2813 0x0009f530 0x1009f530   4    7 .text   utf8    ԋUԋB blocks=Cyrillic Supplement,Basic Latin
2814 0x0009f832 0x1009f832   4    7 .text   utf8    ԋUԋB blocks=Cyrillic Supplement,Basic Latin
2815 0x0009fb01 0x1009fb01   4    5 .text   ascii   ;A\fs
2816 0x0009fb53 0x1009fb53   5    5 .text   ascii   ;H(uE
2817 0x0009fb5f 0x1009fb5f   7    7 .text   ascii   J,;H$t7
2818 0x0009fb75 0x1009fb75   4    5 .text   ascii   ;Q,s
2819 0x0009fb7e 0x1009fb7e   4    4 .text   ascii   H,+M
2820 0x0009fb8f 0x1009fb8f   4    4 .text   ascii   B(+E
2821 0x0009fbd6 0x1009fbd6   4    5 .text   ascii   ;H,s
2822 0x0009fbdf 0x1009fbdf   4    4 .text   ascii   B,+E
2823 0x0009fbf0 0x1009fbf0   4    4 .text   ascii   Q(+U
2824 0x0009fc04 0x1009fc04   5    5 .text   ascii   ;Q(uE
2825 0x0009fc10 0x1009fc10   7    7 .text   ascii   P,;Q$t7
2826 0x0009fc26 0x1009fc26   4    5 .text   ascii   ;B,s
2827 0x0009fc2f 0x1009fc2f   4    4 .text   ascii   Q,+U
2828 0x0009fc40 0x1009fc40   4    4 .text   ascii   H(+M
2829 0x0009fce1 0x1009fce1   5    5 .text   ascii   ;H(u\t
2830 0x0009fd21 0x1009fd21   5    5 .text   ascii   ;B(uE
