=== jgld.dll — Strings ===
 nth      paddr      vaddr len size section type    string                                                                                                                                                                                                                      
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   0 0x0000004d 0x1000004d  44   45         ascii   !This program cannot be run in DOS mode.\r\r\n$
2831 0x0009fd2d 0x1009fd2d   7    7 .text   ascii   A,;B$t7
2832 0x0009fd43 0x1009fd43   4    5 .text   ascii   ;H,s
2833 0x0009fd4c 0x1009fd4c   4    4 .text   ascii   B,+E
2834 0x0009fd5d 0x1009fd5d   4    4 .text   ascii   Q(+U
2835 0x0009fda4 0x1009fda4   4    5 .text   ascii   ;B,s
2836 0x0009fdad 0x1009fdad   4    4 .text   ascii   Q,+U
2837 0x0009fdbe 0x1009fdbe   4    4 .text   ascii   H(+M
2838 0x0009fdd2 0x1009fdd2   5    5 .text   ascii   ;H(uE
2839 0x0009fdde 0x1009fdde   7    7 .text   ascii   J,;H$t7
2840 0x0009fdf4 0x1009fdf4   4    5 .text   ascii   ;Q,s
2841 0x0009fdfd 0x1009fdfd   4    4 .text   ascii   H,+M
2842 0x0009fe0e 0x1009fe0e   4    4 .text   ascii   B(+E
2843 0x0009fede 0x1009fede   4    5 .text   ascii   ;H,s
2844 0x0009fee7 0x1009fee7   4    4 .text   ascii   B,+E
2845 0x0009fef8 0x1009fef8   4    4 .text   ascii   Q(+U
2846 0x0009ff0d 0x1009ff0d   7    7 .text   ascii   A,;B0t[
2847 0x000a00e5 0x100a00e5   4    4 .text   ascii   @SVW
2848 0x000a0135 0x100a0135   4    4 .text   ascii   PSVW
2849 0x000a0160 0x100a0160   5    5 .text   ascii   ;Q0w\v
2850 0x000a0248 0x100a0248   7    7 .text   ascii   J0;H(u\f
2851 0x000a025f 0x100a025f   4    4 .text   ascii   B0+E
2852 0x000a0345 0x100a0345   4    4 .text   ascii   xSVW
2853 0x000a038a 0x100a038a   4    5 .text   ascii   ;Q,s
2854 0x000a0393 0x100a0393   4    4 .text   ascii   H,+M
2855 0x000a03a4 0x100a03a4   4    4 .text   ascii   B(+E
2856 0x000a03ab 0x100a03ab   4    6 .text   utf8    ȋMȉM blocks=Latin Extended-B,Basic Latin
2857 0x000a05ca 0x100a05ca   5    5 .text   ascii   +B$;E
2858 0x000a063c 0x100a063c   4    4 .text   ascii   B(+E
2859 0x0011d060 0x1011d060  46   47 .rdata  ascii   BAD USE OF LINKED LIST - Ordered or unordered\n
2860 0x0011d1d0 0x1011d1d0  52   53 .rdata  ascii   Unable to allocate draw-buffer; terminating program.
2861 0x0011d210 0x1011d210  11   12 .rdata  ascii   FATAL ERROR
2862 0x0011d353 0x1011d353   5    6 .rdata  ascii   <.pcx
2863 0x0011d367 0x1011d367   6    7 .rdata  ascii   <1.0.5
2864 0x0011d508 0x1011d508  24   25 .rdata  ascii   c:\jackdev\jglsprite.cpp
2865 0x0011d52c 0x1011d52c  21   22 .rdata  ascii   LIBERR_NOT_THIS_DEPTH
2866 0x0011d548 0x1011d548  27   28 .rdata  ascii   NOT WRITTEN FOR COMPRESSION
2867 0x0011d56c 0x1011d56c  29   30 .rdata  ascii   NOT AVAILABLE TO THIS SURFACE
2868 0x0011d60f 0x1011d60f  31   32 .rdata  ascii   <C:\JackDev\jglsprite_8_16c.cpp
2869 0x0011d978 0x1011d978  11   12 .rdata  ascii   JackalClass
2870 0x0011d988 0x1011d988 157  158 .rdata  ascii   Sid Meier's SimGolf must be played in 800x600 or higher resolution.  Please change your Windows desktop resolution to 800x600 or higher and restart the game.
2871 0x0011da48 0x1011da48  15   16 .rdata  ascii   Display Request
2872 0x0011da88 0x1011da88   4    5 .rdata  ascii   .fot
2873 0x0011db6b 0x1011db6b  19   20 .rdata  ascii   <Unknown zlib error
2874 0x0011db80 0x1011db80  18   19 .rdata  ascii   zlib version error
2875 0x0011db94 0x1011db94  17   18 .rdata  ascii   zlib memory error
2876 0x0011dba8 0x1011dba8   5    6 .rdata  ascii   1.0.2
2877 0x0011dbb0 0x1011dbb0  54   55 .rdata  ascii   Incompatible libpng version in application and library
2878 0x0011dbe8 0x1011dbe8  12   13 .rdata  ascii   zlib version
2879 0x0011dbf8 0x1011dbf8  11   12 .rdata  ascii   zlib memory
2880 0x0011dc04 0x1011dc04  24   25 .rdata  ascii   Missing PLTE before IDAT
2881 0x0011dc20 0x1011dc20  24   25 .rdata  ascii   Missing IHDR before IDAT
2882 0x0011dc3c 0x1011dc3c  38   39 .rdata  ascii   PNG file corrupted by ASCII conversion
2883 0x0011dc64 0x1011dc64  14   15 .rdata  ascii   Not a PNG file
2884 0x0011dc74 0x1011dc74  19   20 .rdata  ascii   Decompression error
2885 0x0011dc88 0x1011dc88  21   22 .rdata  ascii   Extra compressed data
2886 0x0011dca0 0x1011dca0  21   22 .rdata  ascii   Not enough image data
2887 0x0011dcb8 0x1011dcb8  32   33 .rdata  ascii   Invalid attempt to read row data
2888 0x0011dcdc 0x1011dcdc  21   22 .rdata  ascii   Too many IDAT's found
2889 0x0011dcf4 0x1011dcf4  49   50 .rdata  ascii   Width too large for libpng to process image data.
2890 0x0011dd28 0x1011dd28  41   42 .rdata  ascii   Can't discard critical data on CRC error.
2891 0x0011dd54 0x1011dd54  48   49 .rdata  ascii   Application must supply a known background gamma
2892 0x0011dd8f 0x1011dd8f  47   48 .rdata  ascii   ?ignoring out of range rgb_to_gray coefficients
2893 0x0011ddc6 0x1011ddc6  35   36 .rdata  ascii   o@png_do_dither returned rowbytes=0
2894 0x0011ddec 0x1011ddec  38   39 .rdata  ascii   png_do_rgb_to_gray found nongray pixel
2895 0x0011de14 0x1011de14  36   37 .rdata  ascii   NULL row buffer for row %ld, pass %d
2896 0x0011de57 0x1011de57   4    5 .rdata  ascii   >Jan
2897 0x0011de88 0x1011de88  51   52 .rdata  ascii   \n libpng version 1.0.5 - October 15, 1999 (header)\n
2898 0x0011debc 0x1011debc  33   34 .rdata  ascii   Too many bytes for PNG signature.
2899 0x0011dee0 0x1011dee0  29   30 .rdata  ascii   %d %s %d %02d:%02d:%02d +0000
2900 0x0011df04 0x1011df04 197  198 .rdata  ascii   \n libpng version 1.0.5 - October 15, 1999\n   Copyright (c) 1995, 1996 Guy Eric Schalnat, Group 42, Inc.\n   Copyright (c) 1996, 1997 Andreas Dilger\n   Copyright (c) 1998, 1999 Glenn Randers-Pehrson\n
2901 0x0011dfcc 0x1011dfcc  26   27 .rdata  ascii   Call to NULL read function
2902 0x0011dfe8 0x1011dfe8  49   50 .rdata  ascii   same structure.  Resetting write_data_fn to NULL.
2903 0x0011e01c 0x1011e01c  64   65 .rdata  ascii   It's an error to set both read_data_fn and write_data_fn in the 
2904 0x0011e060 0x1011e060  10   11 .rdata  ascii   Read Error
2905 0x0011e06c 0x1011e06c  13   14 .rdata  ascii   Out of Memory
2906 0x0011e07c 0x1011e07c  29   30 .rdata  ascii   Overflow in png_memcpy_check.
2907 0x0011e09c 0x1011e09c  29   30 .rdata  ascii   Overflow in png_memset_check.
2908 0x0011e0bc 0x1011e0bc  33   34 .rdata  ascii   0123456789ABCDEFlibpng error: %s\n
2909 0x0011e0e0 0x1011e0e0  19   20 .rdata  ascii   libpng warning: %s\n
2910 0x0011e0f4 0x1011e0f4   9   10 .rdata  ascii   CRC error
2911 0x0011e100 0x1011e100  29   30 .rdata  ascii   Unknown filter method in IHDR
2912 0x0011e120 0x1011e120  34   35 .rdata  ascii   Unknown compression method in IHDR
2913 0x0011e144 0x1011e144  32   33 .rdata  ascii   Unknown interlace method in IHDR
2914 0x0011e168 0x1011e168  48   49 .rdata  ascii   Invalid color type/bit depth combination in IHDR
2915 0x0011e19c 0x1011e19c  26   27 .rdata  ascii   Invalid color type in IHDR
2916 0x0011e1b8 0x1011e1b8  25   26 .rdata  ascii   Invalid bit depth in IHDR
2917 0x0011e1d4 0x1011e1d4  26   27 .rdata  ascii   Invalid image size in IHDR
2918 0x0011e1f0 0x1011e1f0  18   19 .rdata  ascii   Invalid IHDR chunk
2919 0x0011e204 0x1011e204  17   18 .rdata  ascii   Out of place IHDR
2920 0x0011e218 0x1011e218  38   39 .rdata  ascii   Truncating incorrect tRNS chunk length
2921 0x0011e240 0x1011e240  21   22 .rdata  ascii   Invalid palette chunk
2922 0x0011e258 0x1011e258  20   21 .rdata  ascii   Duplicate PLTE chunk
2923 0x0011e270 0x1011e270  23   24 .rdata  ascii   Invalid PLTE after IDAT
2924 0x0011e288 0x1011e288  24   25 .rdata  ascii   Missing IHDR before PLTE
2925 0x0011e2a4 0x1011e2a4  27   28 .rdata  ascii   Incorrect IEND chunk length
2926 0x0011e2c0 0x1011e2c0  16   17 .rdata  ascii   No image in file
2927 0x0011e2d7 0x1011e2d7  14   15 .rdata  ascii   Gigamma = %lu\n
2928 0x0011e2e8 0x1011e2e8  55   56 .rdata  ascii   Ignoring incorrect gAMA value when sRGB is also present
2929 0x0011e32f 0x1011e32f  28   29 .rdata  ascii   @Incorrect gAMA chunk length
2930 0x0011e34c 0x1011e34c  20   21 .rdata  ascii   Duplicate gAMA chunk
2931 0x0011e364 0x1011e364  23   24 .rdata  ascii   Out of place gAMA chunk
2932 0x0011e37c 0x1011e37c  23   24 .rdata  ascii   Invalid gAMA after IDAT
2933 0x0011e394 0x1011e394  24   25 .rdata  ascii   Missing IHDR before gAMA
2934 0x0011e3b0 0x1011e3b0  27   28 .rdata  ascii   Incorrect sBIT chunk length
2935 0x0011e3cc 0x1011e3cc  20   21 .rdata  ascii   Duplicate sBIT chunk
2936 0x0011e3e4 0x1011e3e4  23   24 .rdata  ascii   Out of place sBIT chunk
2937 0x0011e3fc 0x1011e3fc  23   24 .rdata  ascii   Invalid sBIT after IDAT
2938 0x0011e414 0x1011e414  24   25 .rdata  ascii   Missing IHDR before sBIT
2939 0x0011e430 0x1011e430  27   28 .rdata  ascii   gx=%f, gy=%f, bx=%f, by=%f\n
2940 0x0011e44c 0x1011e44c  27   28 .rdata  ascii   wx=%f, wy=%f, rx=%f, ry=%f\n
2941 0x0011e468 0x1011e468  55   56 .rdata  ascii   Ignoring incorrect cHRM value when sRGB is also present
2942 0x0011e4c4 0x1011e4c4   5    6 .rdata  ascii   MbP?7
2943 0x0011e4cb 0x1011e4cb  24   25 .rdata  ascii   >Invalid cHRM blue point
2944 0x0011e4e6 0x1011e4e6  26   27 .rdata  ascii   L?Invalid cHRM green point
2945 0x0011e504 0x1011e504  22   23 .rdata  ascii   Invalid cHRM red point
2946 0x0011e51c 0x1011e51c  24   25 .rdata  ascii   Invalid cHRM white point
2947 0x0011e53a 0x1011e53a   5    5 .rdata  ibm037  rrrrZ
2948 0x0011e53f 0x1011e53f  28   29 .rdata  ascii   ?Incorrect cHRM chunk length
2949 0x0011e55c 0x1011e55c  20   21 .rdata  ascii   Duplicate cHRM chunk
2950 0x0011e574 0x1011e574  24   25 .rdata  ascii   Missing PLTE before cHRM
2951 0x0011e590 0x1011e590  23   24 .rdata  ascii   Invalid cHRM after IDAT
2952 0x0011e5a8 0x1011e5a8   9   10 .rdata  ascii   gamma=%f\n
2953 0x0011e5b4 0x1011e5b4  19   20 .rdata  ascii   Unknown sRGB intent
2954 0x0011e5c8 0x1011e5c8  27   28 .rdata  ascii   Incorrect sRGB chunk length
2955 0x0011e5e4 0x1011e5e4  20   21 .rdata  ascii   Duplicate sRGB chunk
2956 0x0011e5fc 0x1011e5fc  23   24 .rdata  ascii   Out of place sRGB chunk
2957 0x0011e614 0x1011e614  23   24 .rdata  ascii   Invalid sRGB after IDAT
2958 0x0011e62c 0x1011e62c  24   25 .rdata  ascii   Missing IHDR before sRGB
2959 0x0011e648 0x1011e648  41   42 .rdata  ascii   tRNS chunk not allowed with alpha channel
2960 0x0011e674 0x1011e674  22   23 .rdata  ascii   Zero length tRNS chunk
2961 0x0011e68c 0x1011e68c  27   28 .rdata  ascii   Incorrect tRNS chunk length
2962 0x0011e6a8 0x1011e6a8  24   25 .rdata  ascii   Missing PLTE before tRNS
2963 0x0011e6c4 0x1011e6c4  20   21 .rdata  ascii   Duplicate tRNS chunk
2964 0x0011e6dc 0x1011e6dc  23   24 .rdata  ascii   Invalid tRNS after IDAT
2965 0x0011e6f4 0x1011e6f4  24   25 .rdata  ascii   Missing IHDR before tRNS
2966 0x0011e710 0x1011e710  32   33 .rdata  ascii   Incorrect bKGD chunk index value
2967 0x0011e734 0x1011e734  27   28 .rdata  ascii   Incorrect bKGD chunk length
2968 0x0011e750 0x1011e750  20   21 .rdata  ascii   Duplicate bKGD chunk
2969 0x0011e768 0x1011e768  24   25 .rdata  ascii   Missing PLTE before bKGD
2970 0x0011e784 0x1011e784  23   24 .rdata  ascii   Invalid bKGD after IDAT
2971 0x0011e79c 0x1011e79c  24   25 .rdata  ascii   Missing IHDR before bKGD
2972 0x0011e7b8 0x1011e7b8  27   28 .rdata  ascii   Incorrect hIST chunk length
2973 0x0011e7d4 0x1011e7d4  20   21 .rdata  ascii   Duplicate hIST chunk
2974 0x0011e7ec 0x1011e7ec  24   25 .rdata  ascii   Missing PLTE before hIST
2975 0x0011e808 0x1011e808  23   24 .rdata  ascii   Invalid hIST after IDAT
2976 0x0011e820 0x1011e820  24   25 .rdata  ascii   Missing IHDR before hIST
2977 0x0011e83c 0x1011e83c  27   28 .rdata  ascii   Incorrect pHYs chunk length
2978 0x0011e858 0x1011e858  20   21 .rdata  ascii   Duplicate pHYS chunk
2979 0x0011e870 0x1011e870  23   24 .rdata  ascii   Invalid pHYS after IDAT
2980 0x0011e888 0x1011e888  24   25 .rdata  ascii   Missing IHDR before pHYS
2981 0x0011e8a4 0x1011e8a4  27   28 .rdata  ascii   Incorrect oFFs chunk length
2982 0x0011e8c0 0x1011e8c0  20   21 .rdata  ascii   Duplicate oFFs chunk
2983 0x0011e8d8 0x1011e8d8  23   24 .rdata  ascii   Invalid oFFs after IDAT
2984 0x0011e8f0 0x1011e8f0  24   25 .rdata  ascii   Missing IHDR before oFFs
2985 0x0011e90c 0x1011e90c  41   42 .rdata  ascii   Unrecognized equation type for pCAL chunk
2986 0x0011e938 0x1011e938  41   42 .rdata  ascii   Invalid pCAL parameters for equation type
2987 0x0011e964 0x1011e964  17   18 .rdata  ascii   Invalid pCAL data
2988 0x0011e978 0x1011e978  20   21 .rdata  ascii   Duplicate pCAL chunk
2989 0x0011e990 0x1011e990  23   24 .rdata  ascii   Invalid pCAL after IDAT
2990 0x0011e9a8 0x1011e9a8  24   25 .rdata  ascii   Missing IHDR before pCAL
2991 0x0011e9c4 0x1011e9c4  27   28 .rdata  ascii   Incorrect tIME chunk length
2992 0x0011e9e0 0x1011e9e0  20   21 .rdata  ascii   Duplicate tIME chunk
2993 0x0011e9f8 0x1011e9f8  23   24 .rdata  ascii   Out of place tIME chunk
2994 0x0011ea10 0x1011ea10  24   25 .rdata  ascii   Missing IHDR before tEXt
2995 0x0011ea2c 0x1011ea2c  32   33 .rdata  ascii   Unknown zTXt compression type %d
2996 0x0011ea50 0x1011ea50  22   23 .rdata  ascii   Zero length zTXt chunk
2997 0x0011ea68 0x1011ea68  24   25 .rdata  ascii   Missing IHDR before zTXt
2998 0x0011ea84 0x1011ea84  22   23 .rdata  ascii   unknown critical chunk
2999 0x0011ea9c 0x1011ea9c  18   19 .rdata  ascii   invalid chunk type
3000 0x0011eab0 0x1011eab0  33   34 .rdata  ascii   Ignoring bad adaptive filter type
3001 0x0011ead4 0x1011ead4  22   23 .rdata  ascii   Extra compression data
3002 0x0011eaec 0x1011eaec  19   20 .rdata  ascii   Decompression Error
3003 0x0011eb00 0x1011eb00  39   40 .rdata  ascii   Rowbytes overflow in png_read_start_row
3004 0x0011eb28 0x1011eb28  62   63 .rdata  ascii   Width too large to process image data; rowbytes will overflow.
3005 0x0011eb68 0x1011eb68  10   11 .rdata  ascii   dbgdel.cpp
3006 0x0011eb74 0x1011eb74  38   39 .rdata  ascii   _BLOCK_TYPE_IS_VALID(pHead->nBlockUse)
3007 0x0011eb9c 0x1011eb9c  13   14 .rdata  ascii   i386\chkesp.c
3008 0x0011ebac 0x1011ebac 219  220 .rdata  ascii   The value of ESP was not properly saved across a function call.  This is usually a result of calling a function declared with one calling convention with a function pointer declared with a different calling convention. 
3009 0x0011ec88 0x1011ec88   8    9 .rdata  ascii   onexit.c
3010 0x0011ec94 0x1011ec94   8    9 .rdata  ascii   fclose.c
3011 0x0011eca0 0x1011eca0  14   15 .rdata  ascii   stream != NULL
3012 0x0011ecb0 0x1011ecb0  11   12 .rdata  ascii   str != NULL
3013 0x0011ecbc 0x1011ecbc  17   18 .rdata  ascii   *mode != _T('\0')
3014 0x0011ecd0 0x1011ecd0  12   13 .rdata  ascii   mode != NULL
3015 0x0011ece0 0x1011ece0  17   18 .rdata  ascii   *file != _T('\0')
3016 0x0011ecf4 0x1011ecf4   7    8 .rdata  ascii   fopen.c
3017 0x0011ecfc 0x1011ecfc  12   13 .rdata  ascii   file != NULL
3018 0x0011ed0c 0x1011ed0c   6    7 .rdata  ascii   Client
3019 0x0011ed14 0x1011ed14   6    7 .rdata  ascii   Ignore
3020 0x0011ed20 0x1011ed20   6    7 .rdata  ascii   Normal
3021 0x0011ed28 0x1011ed28   4    5 .rdata  ascii   Free
3022 0x0011ed3c 0x1011ed3c  49   50 .rdata  ascii   Error: memory allocation: bad memory block type.\n
3023 0x0011ed70 0x1011ed70  35   36 .rdata  ascii   Invalid allocation size: %u bytes.\n
3024 0x0011ed94 0x1011ed94  32   33 .rdata  ascii   Client hook allocation failure.\n
3025 0x0011edb8 0x1011edb8  52   53 .rdata  ascii   Client hook allocation failure at file %hs line %d.\n
3026 0x0011edf0 0x1011edf0   9   10 .rdata  ascii   dbgheap.c
3027 0x0011edfc 0x1011edfc  17   18 .rdata  ascii   _CrtCheckMemory()
3028 0x0011ee1c 0x1011ee1c  25   26 .rdata  ascii   _pFirstBlock == pOldBlock
3029 0x0011ee38 0x1011ee38  24   25 .rdata  ascii   _pLastBlock == pOldBlock
3030 0x0011ee54 0x1011ee54  49   50 .rdata  ascii   fRealloc || (!fRealloc && pNewBlock == pOldBlock)
3031 0x0011ee88 0x1011ee88  57   58 .rdata  ascii   _BLOCK_TYPE(pOldBlock->nBlockUse)==_BLOCK_TYPE(nBlockUse)
3032 0x0011eec4 0x1011eec4  68   69 .rdata  ascii   pOldBlock->nLine == IGNORE_LINE && pOldBlock->lRequest == IGNORE_REQ
3033 0x0011ef0c 0x1011ef0c  33   34 .rdata  ascii   _CrtIsValidHeapPointer(pUserData)
3034 0x0011ef30 0x1011ef30  44   45 .rdata  ascii   Allocation too large or negative: %u bytes.\n
3035 0x0011ef60 0x1011ef60  35   36 .rdata  ascii   Client hook re-allocation failure.\n
3036 0x0011ef84 0x1011ef84  55   56 .rdata  ascii   Client hook re-allocation failure at file %hs line %d.\n
3037 0x0011efdc 0x1011efdc  21   22 .rdata  ascii   _pFirstBlock == pHead
3038 0x0011eff4 0x1011eff4  20   21 .rdata  ascii   _pLastBlock == pHead
3039 0x0011f00c 0x1011f00c  29   30 .rdata  ascii   pHead->nBlockUse == nBlockUse
3040 0x0011f02c 0x1011f02c  60   61 .rdata  ascii   pHead->nLine == IGNORE_LINE && pHead->lRequest == IGNORE_REQ
3041 0x0011f06c 0x1011f06c  41   42 .rdata  ascii   DAMAGE: after %hs block (#%d) at 0x%08X.\n
3042 0x0011f098 0x1011f098  42   43 .rdata  ascii   DAMAGE: before %hs block (#%d) at 0x%08X.\n
3043 0x0011f0c4 0x1011f0c4  26   27 .rdata  ascii   Client hook free failure.\n
3044 0x0011f0fc 0x1011f0fc  57   58 .rdata  ascii   memory check error at 0x%08X = 0x%02X, should be 0x%02X.\n
3045 0x0011f138 0x1011f138  40   41 .rdata  ascii   %hs located at 0x%08X is %u bytes long.\n
3046 0x0011f164 0x1011f164  31   32 .rdata  ascii   %hs allocated at file %hs(%d).\n
3047 0x0011f184 0x1011f184  40   41 .rdata  ascii   DAMAGE: on top of Free block at 0x%08X.\n
3048 0x0011f1b0 0x1011f1b0   7    8 .rdata  ascii   DAMAGED
3049 0x0011f1b8 0x1011f1b8  42   43 .rdata  ascii   _heapchk fails with unknown return value!\n
3050 0x0011f1e4 0x1011f1e4  33   34 .rdata  ascii   _heapchk fails with _HEAPBADPTR.\n
3051 0x0011f208 0x1011f208  33   34 .rdata  ascii   _heapchk fails with _HEAPBADEND.\n
3052 0x0011f22c 0x1011f22c  34   35 .rdata  ascii   _heapchk fails with _HEAPBADNODE.\n
3053 0x0011f250 0x1011f250  35   36 .rdata  ascii   _heapchk fails with _HEAPBADBEGIN.\n
3054 0x0011f2a4 0x1011f2a4  34   35 .rdata  ascii   Bad memory block found at 0x%08X.\n
3055 0x0011f2c8 0x1011f2c8  39   40 .rdata  ascii   _CrtMemCheckPoint: NULL state pointer.\n
3056 0x0011f2fc 0x1011f2fc  39   40 .rdata  ascii   _CrtMemDifference: NULL state pointer.\n
3057 0x0011f324 0x1011f324  22   23 .rdata  ascii   Object dump complete.\n
3058 0x0011f33c 0x1011f33c  48   49 .rdata  ascii   crt block at 0x%08X, subtype %x, %u bytes long.\n
3059 0x0011f370 0x1011f370  39   40 .rdata  ascii   normal block at 0x%08X, %u bytes long.\n
3060 0x0011f398 0x1011f398  51   52 .rdata  ascii   client block at 0x%08X, subtype %x, %u bytes long.\n
3061 0x0011f3cc 0x1011f3cc   6    7 .rdata  ascii   {%ld} 
3062 0x0011f3d4 0x1011f3d4  10   11 .rdata  ascii   %hs(%d) : 
3063 0x0011f3e0 0x1011f3e0  19   20 .rdata  ascii   #File Error#(%d) : 
3064 0x0011f3f4 0x1011f3f4  19   20 .rdata  ascii   Dumping objects ->\n
3065 0x0011f414 0x1011f414  15   16 .rdata  ascii    Data: <%s> %s\n
3066 0x0011f424 0x1011f424   5    6 .rdata  ascii   %.2X 
3067 0x0011f42c 0x1011f42c  23   24 .rdata  ascii   Detected memory leaks!\n
3068 0x0011f444 0x1011f444  30   31 .rdata  ascii   Total allocations: %ld bytes.\n
3069 0x0011f464 0x1011f464  32   33 .rdata  ascii   Largest number used: %ld bytes.\n
3070 0x0011f488 0x1011f488  29   30 .rdata  ascii   %ld bytes in %ld %hs Blocks.\n
3071 0x0011f4a8 0x1011f4a8  16   17 .rdata  ascii   Assertion Failed
3072 0x0011f4bc 0x1011f4bc   5    6 .rdata  ascii   Error
3073 0x0011f4c4 0x1011f4c4   7    8 .rdata  ascii   Warning
3074 0x0011f4cc 0x1011f4cc  11   12 .rdata  ascii   %s(%d) : %s
3075 0x0011f4e0 0x1011f4e0  17   18 .rdata  ascii   Assertion failed!
3076 0x0011f4f4 0x1011f4f4  18   19 .rdata  ascii   Assertion failed: 
3077 0x0011f508 0x1011f508  42   43 .rdata  ascii   _CrtDbgReport: String too long or IO Error
3078 0x0011f534 0x1011f534  49   50 .rdata  ascii   Second Chance Assertion Failed: File %s, Line %d\n
3079 0x0011f568 0x1011f568   9   10 .rdata  ascii   wsprintfA
3080 0x0011f574 0x1011f574  10   11 .rdata  ascii   user32.dll
3081 0x0011f580 0x1011f580  34   35 .rdata  ascii   Microsoft Visual C++ Debug Library
3082 0x0011f5a4 0x1011f5a4  82   83 .rdata  ascii   Debug %s!\n\nProgram: %s%s%s%s%s%s%s%s%s%s%s\n\n(Press Retry to debug the application)
3083 0x0011f5f8 0x1011f5f8   9   10 .rdata  ascii   \nModule: 
3084 0x0011f604 0x1011f604   7    8 .rdata  ascii   \nFile: 
3085 0x0011f60c 0x1011f60c   7    8 .rdata  ascii   \nLine: 
3086 0x0011f618 0x1011f618  12   13 .rdata  ascii   Expression: 
3087 0x0011f628 0x1011f628 114  115 .rdata  ascii   \n\nFor information on how your program can cause an assertion\nfailure, see the Visual C++ documentation on asserts.
3088 0x0011f6a0 0x1011f6a0  22   23 .rdata  ascii   <program name unknown>
3089 0x0011f6b8 0x1011f6b8   8    9 .rdata  ascii   dbgrpt.c
3090 0x0011f6c4 0x1011f6c4  21   22 .rdata  ascii   szUserMessage != NULL
3091 0x0011f6dc 0x1011f6dc  14   15 .rdata  ascii   format != NULL
3092 0x0011f6ec 0x1011f6ec   9   10 .rdata  ascii   sprintf.c
3093 0x0011f6f8 0x1011f6f8  14   15 .rdata  ascii   string != NULL
3094 0x0011f708 0x1011f708   9   10 .rdata  ascii   fprintf.c
3095 0x0011f714 0x1011f714   7    8 .rdata  ascii   _file.c
3096 0x0011f71c 0x1011f71c   7    8 .rdata  ascii   mlock.c
3097 0x0011f724 0x1011f724  25   26 .rdata  ascii   IsProcessorFeaturePresent
3098 0x0011f740 0x1011f740   8    9 .rdata  ascii   KERNEL32
3099 0x0011f74c 0x1011f74c   5    6 .rdata  ascii   e+000
3100 0x0011f7ec 0x1011f7ec  10   11 .rdata  ascii   tidtable.c
3101 0x0011f828 0x1011f828  10   11 .rdata  ascii   _freebuf.c
3102 0x0011f834 0x1011f834   7    8 .rdata  ascii   _open.c
3103 0x0011f83c 0x1011f83c  16   17 .rdata  ascii   filename != NULL
3104 0x0011f850 0x1011f850   8    9 .rdata  ascii   stream.c
3105 0x0011f8d8 0x1011f8d8  22   23 .rdata  ascii   __GLOBAL_HEAP_SELECTED
3106 0x0011f8f0 0x1011f8f0  20   21 .rdata  ascii   __MSVCRT_HEAP_SELECT
3107 0x0011f908 0x1011f908  10   11 .rdata  ascii   vsprintf.c
3108 0x0011f914 0x1011f914   8    9 .rdata  ascii   winsig.c
3109 0x0011f920 0x1011f920  18   19 .rdata  ascii   GetLastActivePopup
3110 0x0011f934 0x1011f934  15   16 .rdata  ascii   GetActiveWindow
3111 0x0011f944 0x1011f944  11   12 .rdata  ascii   MessageBoxA
3112 0x0011f950 0x1011f950   8    9 .rdata  ascii   ioinit.c
3113 0x0011f95c 0x1011f95c   9   10 .rdata  ascii   stdenvp.c
3114 0x0011f968 0x1011f968   9   10 .rdata  ascii   stdargv.c
3115 0x0011f974 0x1011f974   7    8 .rdata  ascii   a_env.c
3116 0x0011f97c 0x1011f97c  14   15 .rdata  ascii   runtime error 
3117 0x0011f990 0x1011f990  13   14 .rdata  ascii   TLOSS error\r\n
3118 0x0011f9a0 0x1011f9a0  12   13 .rdata  ascii   SING error\r\n
