=== Terrain.dll — Strings ===
 nth      paddr      vaddr len size section type    string                                                                                                                                                                                                                      
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 751 0x00029ab1 0x10029ab1   4    5 .text   ascii   B\f%\f
 752 0x00029ace 0x10029ace   7    8 .text   ascii   uZj^h$\b
 753 0x00029b83 0x10029b83   4    4 .text   ascii   QSVW
 754 0x00029b91 0x10029b91   5    6 .text   ascii   t!h0\b
 755 0x00029c40 0x10029c40   6    7 .text   ascii   M\b;\rt\v
 756 0x0002a44e 0x1002a44e   4    5 .text   ascii   }\ba|
 757 0x0002a466 0x1002a466   4    5 .text   ascii   hhp\v
 758 0x0002a4c0 0x1002a4c0   4    5 .text   ascii   \vhp\v
 759 0x0002a4f0 0x1002a4f0   4    5 .text   ascii   }\ba|
 760 0x0002a615 0x1002a615   4    5 .text   ascii   \bhp\v
 761 0x0002a674 0x1002a674   4    5 .text   ascii   \vhp\v
 762 0x0002a6ef 0x1002a6ef   4    5 .text   ascii   U\bRj
 763 0x0002a6f5 0x1002a6f5   5    6 .text   ascii   E\fPh 
 764 0x0002a7da 0x1002a7da   5    6 .text   ascii   }!hT\b
 765 0x0002acb5 0x1002acb5   4    5 .text   ascii   U\bRj
 766 0x0002b0e1 0x1002b0e1   4    4 .text   ascii   M\bQh
 767 0x0002b0fa 0x1002b0fa   6    7 .text   ascii   U\bRh<k
 768 0x0002b184 0x1002b184   6    7 .text   ascii   U\bRh<k
 769 0x0002b231 0x1002b231   4    5 .text   ascii   ;U\f}
 770 0x0002b6bc 0x1002b6bc   4    8 .text   utf16le jjjj
 771 0x0002b7a9 0x1002b7a9   5    5 .text   ascii   ;M\br\b
 772 0x0002b7b1 0x1002b7b1   5    5 .text   ascii   ;U\fs\t
 773 0x0002c5c6 0x1002c5c6  12   24 .text   utf16le jjj䖋倔䶋儐喋刌䖍僴꿨 blocks=Basic Latin,CJK Unified Ideographs Extension A,CJK Unified Ideographs,Hangul Syllables
 774 0x0002cb45 0x1002cb45   4    5 .text   ascii   U\fRj
 775 0x0002cb55 0x1002cb55   4    5 .text   ascii   U\bRj
 776 0x0002cbc5 0x1002cbc5   4    5 .text   ascii   M\bQj
 777 0x0002cf30 0x1002cf30   4    4 .text   ascii   B\f\f\b
 778 0x0002d0df 0x1002d0df   4    5 .text   ascii   U\bRj
 779 0x0002d539 0x1002d539  13   14 .text   ibm037  »(0JZi(0»í4cS
 780 0x0002d6e6 0x1002d6e6   5    5 .text   ascii   ;U\bu\f
 781 0x0002d793 0x1002d793   4    4 .text   ascii   QSVW
 782 0x0002d7b3 0x1002d7b3   4    4 .text   ascii   QSVW
 783 0x0002d7d5 0x1002d7d5   4    4 .text   ascii   \bSVW
 784 0x0002d7de 0x1002d7de   5    6 .text   ascii   E\b#E\f
 785 0x0002d815 0x1002d815   4    4 .text   ascii   \fSVW
 786 0x0002d91a 0x1002d91a   4    5 .text   ascii   U\bRj
 787 0x0002d952 0x1002d952   4    5 .text   ascii   M\bQj
 788 0x0002da17 0x1002da17   4    5 .text   ascii   E\bPj
 789 0x0002da70 0x1002da70   4    5 .text   ascii   M\bQj
 790 0x0002dab3 0x1002dab3   4    5 .text   ascii   E\bPj
 791 0x0002db0c 0x1002db0c   4    5 .text   ascii   M\bQj
 792 0x0002ddd6 0x1002ddd6   4    4 .text   ascii   \bRj2
 793 0x0002ddf5 0x1002ddf5   4    4 .text   ascii   \fRj3
 794 0x0002de6d 0x1002de6d   5    5 .text   ascii   U\bRj7
 795 0x0002de8d 0x1002de8d   4    4 .text   ascii    Rj*
 796 0x0002deac 0x1002deac   4    4 .text   ascii   $Rj+
 797 0x0002decb 0x1002decb   4    4 .text   ascii   (Rj,
 798 0x0002deea 0x1002deea   4    4 .text   ascii   ,Rj-
 799 0x0002df09 0x1002df09   4    4 .text   ascii   0Rj.
 800 0x0002df28 0x1002df28   4    4 .text   ascii   4Rj/
 801 0x0002df66 0x1002df66   4    4 .text   ascii   8RjD
 802 0x0002df85 0x1002df85   4    4 .text   ascii   <RjE
 803 0x0002dfa4 0x1002dfa4   4    4 .text   ascii   @RjF
 804 0x0002dfc3 0x1002dfc3   4    4 .text   ascii   DRjG
 805 0x0002dfe2 0x1002dfe2   4    4 .text   ascii   HRjH
 806 0x0002e001 0x1002e001   4    4 .text   ascii   LRjI
 807 0x0002e020 0x1002e020   4    4 .text   ascii   PRjJ
 808 0x0002e03f 0x1002e03f   4    4 .text   ascii   TRjK
 809 0x0002e05e 0x1002e05e   4    4 .text   ascii   XRjL
 810 0x0002e07d 0x1002e07d   4    4 .text   ascii   \RjM
 811 0x0002e09c 0x1002e09c   4    4 .text   ascii   `RjN
 812 0x0002e0bb 0x1002e0bb   4    4 .text   ascii   dRjO
 813 0x0002e0da 0x1002e0da   4    4 .text   ascii   hRj8
 814 0x0002e0f9 0x1002e0f9   4    4 .text   ascii   lRj9
 815 0x0002e118 0x1002e118   4    4 .text   ascii   pRj:
 816 0x0002e137 0x1002e137   4    4 .text   ascii   tRj;
 817 0x0002e156 0x1002e156   4    4 .text   ascii   xRj<
 818 0x0002e175 0x1002e175   4    4 .text   ascii   |Rj=
 819 0x0002eb55 0x1002eb55   4    4 .text   ascii    QjP
 820 0x0002eb74 0x1002eb74   4    4 .text   ascii   $RjQ
 821 0x0002ebd1 0x1002ebd1   4    4 .text   ascii   *RjT
 822 0x0002ebf0 0x1002ebf0   4    4 .text   ascii   +RjU
 823 0x0002ec0f 0x1002ec0f   4    4 .text   ascii   ,RjV
 824 0x0002ec2e 0x1002ec2e   4    4 .text   ascii   -RjW
 825 0x0002ec4d 0x1002ec4d   4    4 .text   ascii   .RjR
 826 0x0002ec6c 0x1002ec6c   4    4 .text   ascii   /RjS
 827 0x0002ed22 0x1002ed22   4    5 .text   ascii   x\f@\n
 828 0x0002f166 0x1002f166   8    8 .text   ascii   PPPPPPPP
 829 0x0002f1a6 0x1002f1a6   8    8 .text   ascii   PPPPPPPP
 830 0x0002f37c 0x1002f37c   4    4 .text   ascii   tYj@
 831 0x0002fb59 0x1002fb59   4    4 .text   ascii   u(j\b
 832 0x0002fb96 0x1002fb96   4    4 .text   ascii   u#j\b
 833 0x0002fc06 0x1002fc06   4    5 .text   ascii   \fE4r
 834 0x0002fc6a 0x1002fc6a   5    5 .text   ascii   9E\bt.
 835 0x00030be4 0x10030be4   4    5 .text   ascii   \vhp\v
 836 0x00030bfd 0x10030bfd   4    4 .text   ascii   E\f+E
 837 0x0003120b 0x1003120b   4    5 .text   ascii   \b\t\n\v
 838 0x000312ae 0x100312ae   6    6 .text   ascii   M\f;\bsl
 839 0x0003188d 0x1003188d  25   26 .text   ascii   \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n
 840 0x000318a7 0x100318a7   6    7 .text   ascii   \n\n\n\n\n\n
 841 0x000318ae 0x100318ae   4    5 .text   ascii   \n\n\n\n
 842 0x000318b3 0x100318b3  19   20 .text   ascii   \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n
 843 0x000318ce 0x100318ce   4    5 .text   ascii   \n\n\n\n
 844 0x000318d3 0x100318d3  12   12 .text   ascii   \n\n\n\n\n\a\b\n\n\n\n\t
 845 0x00031970 0x10031970   8   18 .text   utf16le jjj䖋倐䶋儌䷨ blocks=Basic Latin,CJK Unified Ideographs Extension A,CJK Unified Ideographs,Yijing Hexagram Symbols
 846 0x000319ee 0x100319ee   4    4 .text   ascii   ^jch
 847 0x00031a8e 0x10031a8e   4    5 .text   ascii   Rh8\n
 848 0x00031c5d 0x10031c5d   4    8 .text   utf16le jjjj
 849 0x00031c6a 0x10031c6a   5    6 .text   ascii   U\fRh 
 850 0x00031cfc 0x10031cfc   5    6 .text   ascii   M\fQh 
 851 0x00031f11 0x10031f11   4    4 .text   ascii   \at!\n
 852 0x00031f30 0x10031f30   4    4 .text   ascii   u\rIu
 853 0x00031f90 0x10031f90   5    5 .text   ascii   FGQPS
 854 0x00031faa 0x10031faa   4    4 .text   ascii   u\tIu
 855 0x00031ffa 0x10031ffa   4    4 .text   ascii   u/j\v
 856 0x0003244a 0x1003244a   4    5 .text   ascii   ;\rPy
 857 0x0003263f 0x1003263f   4    5 .text   ascii   ;\rTy
 858 0x00032670 0x10032670   4    5 .text   ascii   ;\rdy
 859 0x000326ad 0x100326ad   4    5 .text   ascii   ;\rdy
 860 0x00032715 0x10032715   4    5 .text   ascii   ;\rhy
 861 0x00032c14 0x10032c14   4    8 .text   utf16le jjjj
 862 0x00032da1 0x10032da1   4    5 .text   ascii   M\bQj
 863 0x00032dea 0x10032dea  15   32 .text   utf16le jjjjｪ喋诼倂jŪᗿ㒤ထ䖉菴 blocks=Basic Latin,Halfwidth and Fullwidth Forms,CJK Unified Ideographs,Latin Extended-A,Unified Canadian Aboriginal Syllabics,CJK Unified Ideographs Extension A,Myanmar
 864 0x00032e11 0x10032e11   5    6 .text   ascii   hj=h,
 865 0x00032ff1 0x10032ff1   4    5 .text   ascii   t!h@
 866 0x000332f5 0x100332f5   4    4 .text   ascii   M\b;M
 867 0x00033319 0x10033319   4    5 .text   ascii   ;\r4\b
 868 0x00033401 0x10033401   4    4 .text   ascii   +E\bP
 869 0x00033699 0x10033699   4    4 .text   ascii   u\nj\t
 870 0x000336b1 0x100336b1   4    5 .text   ascii   t[hO
 871 0x000337bd 0x100337bd   4    5 .text   ascii   9U\fu
 872 0x000337df 0x100337df   4    5 .text   ascii   9U\fu
 873 0x000337fd 0x100337fd   4    5 .text   ascii   9E\fu
 874 0x0003394d 0x1003394d   4    5 .text   ibm037  YGOÜ
 875 0x00034252 0x10034252   5    5 .text   ascii   ;Q s'
 876 0x00034474 0x10034474   4    5 .text   ascii   ;A,s
 877 0x00034932 0x10034932   4    5 .text   ascii   D\n\b\f
 878 0x00035489 0x10035489   4    5 .text   ascii   D\n\b\f
 879 0x000354e4 0x100354e4   4    5 .text   ascii   9E\b~
 880 0x0003568d 0x1003568d   4    5 .text   ascii   D\n\b\f
 881 0x000357ca 0x100357ca   4    5 .text   ascii   D\n\b\f
 882 0x00035814 0x10035814   5    5 .text   ascii   9A$s#
 883 0x00035bc6 0x10035bc6   6    7 .text   ascii   uIj4h@
 884 0x00035e50 0x10035e50   4    5 .text   ascii   U\fRj
 885 0x00035ea5 0x10035ea5   4    4 .text   ascii   M\b;\r
 886 0x000361ad 0x100361ad   4    5 .text   ascii   ;B r
 887 0x000362b7 0x100362b7   4    5 .text   ascii   ;u\f}
 888 0x00036322 0x10036322   4    4 .text   ascii   M\f+M
 889 0x00036352 0x10036352   4    5 .text   ascii   ;A,r
 890 0x00036488 0x10036488   4    5 .text   ascii   E\fPj
 891 0x00036605 0x10036605   4    5 .text   ascii   9A(s
 892 0x000368ba 0x100368ba   4    5 .text   ascii   D\n$%
 893 0x00036917 0x10036917   4    5 .text   ascii   D\n\b\f
 894 0x00036974 0x10036974   5    5 .text   ascii   E\bPhx
 895 0x00036f98 0x10036f98   5    6 .text   ascii   9T\b0v
 896 0x0003751c 0x1003751c   4    5 .text   ascii   U\fRj
 897 0x000378a3 0x100378a3   5    5 .text   ascii   }\b_t\t
 898 0x00037903 0x10037903   5    5 .text   ascii   }\b_t\t
 899 0x00037935 0x10037935   4    4 .text   ascii   @SVW
 900 0x00037c85 0x10037c85   4    4 .text   ascii   DSVW
 901 0x00037cf8 0x10037cf8   5    5 .text   ascii   Z\b_^[
 902 0x000380a5 0x100380a5   5    5 .text   ascii   PSVWQ
 903 0x000381a9 0x100381a9   4    4 .text   ascii   SVWQ
 904 0x00038905 0x10038905   5    5 .text   ascii   PSVWQ
 905 0x00038964 0x10038964   5   12 .text   utf16le jjjjh
 906 0x00038a68 0x10038a68   6    7 .text   ibm037  »HYHeÜ
 907 0x00038c8c 0x10038c8c   6    7 .text   ibm037  »HYucÜ
 908 0x000410cd 0x100410cd   8    9 .text   ibm037  C»(0aAD¢
 909 0x0004111d 0x1004111d   8    9 .text   ibm037  C»(0aAD¢
 910 0x0005f02d 0x1005f02d  14   15 .rdata  ascii   k\r@SandBunker4
 911 0x0005f040 0x1005f040  11   12 .rdata  ascii   SandBunker3
 912 0x0005f050 0x1005f050  11   12 .rdata  ascii   SandBunker2
 913 0x0005f060 0x1005f060  11   12 .rdata  ascii   SandBunker1
 914 0x0005f070 0x1005f070  11   12 .rdata  ascii   TrickyGreen
 915 0x0005f080 0x1005f080  18   19 .rdata  ascii   WaterShallowDesert
 916 0x0005f098 0x1005f098  11   12 .rdata  ascii   WaterMiddle
 917 0x0005f0a8 0x1005f0a8   9   10 .rdata  ascii   WaterDeep
 918 0x0005f0b4 0x1005f0b4   8    9 .rdata  ascii   Building
 919 0x0005f0c0 0x1005f0c0   5    6 .rdata  ascii   Marsh
 920 0x0005f0c8 0x1005f0c8  12   13 .rdata  ascii   WaterShallow
 921 0x0005f0d8 0x1005f0d8   5    6 .rdata  ascii   Woods
 922 0x0005f0e0 0x1005f0e0   4    5 .rdata  ascii   Rock
 923 0x0005f0e8 0x1005f0e8   5    6 .rdata  ascii   Brush
 924 0x0005f0f0 0x1005f0f0  10   11 .rdata  ascii   Overgrowth
 925 0x0005f100 0x1005f100  13   14 .rdata  ascii   PotSandBunker
 926 0x0005f110 0x1005f110  10   11 .rdata  ascii   GrassySand
 927 0x0005f120 0x1005f120   9   10 .rdata  ascii   DeepRough
 928 0x0005f12c 0x1005f12c   5    6 .rdata  ascii   Rough
 929 0x0005f134 0x1005f134  11   12 .rdata  ascii   FirmFairway
 930 0x0005f144 0x1005f144   7    8 .rdata  ascii   Fairway
 931 0x0005f150 0x1005f150  12   13 .rdata  ascii   PuttingGreen
 932 0x0005f167 0x1005f167  13   14 .rdata  ascii   =lighting.txt
 933 0x0005f178 0x1005f178  17   18 .rdata  ascii   LinksLighting.txt
 934 0x0005f190 0x1005f190  18   19 .rdata  ascii   DesertLighting.txt
 935 0x0005f1a8 0x1005f1a8  20   21 .rdata  ascii   TropicalLighting.txt
 936 0x0005f1c4 0x1005f1c4  20   21 .rdata  ascii   ParklandLighting.txt
 937 0x0005f1f0 0x1005f1f0   9   10 .rdata  ascii   #SPECULAR
 938 0x0005f220 0x1005f220  11   12 .rdata  ascii   /strata.bmp
 939 0x0005f234 0x1005f234  16   17 .rdata  ascii   /RetainWallA.bmp
 940 0x0005f248 0x1005f248  14   15 .rdata  ascii   /CliffTest.bmp
 941 0x0005f25c 0x1005f25c  15   16 .rdata  ascii   /PathCurveX.tga
 942 0x0005f270 0x1005f270  16   17 .rdata  ascii   /PathInsideX.tga
 943 0x0005f284 0x1005f284  13   14 .rdata  ascii   /PathCapX.tga
 944 0x0005f294 0x1005f294  10   11 .rdata  ascii   /PathX.tga
 945 0x0005f2a4 0x1005f2a4  14   15 .rdata  ascii   /PathCurve.tga
 946 0x0005f2b8 0x1005f2b8  15   16 .rdata  ascii   /PathInside.tga
 947 0x0005f2cc 0x1005f2cc  12   13 .rdata  ascii   /PathCap.tga
 948 0x0005f2dc 0x1005f2dc   9   10 .rdata  ascii   /Path.tga
 949 0x0005f2e8 0x1005f2e8   8    9 .rdata  ascii   0001.bmp
 950 0x0005f2f4 0x1005f2f4   9   10 .rdata  ascii   A0001.bmp
 951 0x0005f300 0x1005f300   6    7 .rdata  ascii   Links/
 952 0x0005f308 0x1005f308   7    8 .rdata  ascii   Desert/
 953 0x0005f314 0x1005f314   9   10 .rdata  ascii   Tropical/
 954 0x0005f320 0x1005f320   8    9 .rdata  ascii   #DIFFUSE
 955 0x0005f330 0x1005f330   8    9 .rdata  ascii   #AMBIENT
 956 0x0005f374 0x1005f374  30   31 .rdata  ascii   iTileType < NUM_TEXTURED_TILES
 957 0x0005f39c 0x1005f39c  40   41 .rdata  ascii   C:\Projects\3DTerrainLowPoly\Terrain.cpp
 958 0x0005f3d0 0x1005f3d0  13   14 .rdata  ascii   pTile != NULL
 959 0x0005f3e7 0x1005f3e7  23   24 .rdata  ascii   @Deletion of RC failed!
 960 0x0005f404 0x1005f404  21   22 .rdata  ascii   Release of RC failed!
 961 0x0005f420 0x1005f420  14   15 .rdata  ascii   SHUTDOWN ERROR
 962 0x0005f434 0x1005f434  40   41 .rdata  ascii   Can't Activate The GL Rendering Context.
 963 0x0005f468 0x1005f468  36   37 .rdata  ascii   Can't Create A GL Rendering Context.
 964 0x0005f494 0x1005f494  26   27 .rdata  ascii   Can't Set The PixelFormat.
 965 0x0005f4b4 0x1005f4b4  34   35 .rdata  ascii   Can't Find A Suitable PixelFormat.
 966 0x0005f4e0 0x1005f4e0   5    6 .rdata  ascii   ERROR
 967 0x0005f4e8 0x1005f4e8  11   12 .rdata  ascii      Tile Y: 
 968 0x0005f4f8 0x1005f4f8   9   10 .rdata  ascii   \nTile X: 
 969 0x0005f508 0x1005f508   6    7 .rdata  ascii      Y: 
 970 0x0005f510 0x1005f510   4    5 .rdata  ascii   \nX: 
 971 0x0005f51f 0x1005f51f   7    8 .rdata  ascii   AClient
 972 0x0005f528 0x1005f528   6    7 .rdata  ascii   Ignore
 973 0x0005f534 0x1005f534   6    7 .rdata  ascii   Normal
 974 0x0005f53c 0x1005f53c   4    5 .rdata  ascii   Free
 975 0x0005f554 0x1005f554  49   50 .rdata  ascii   Error: memory allocation: bad memory block type.\n
 976 0x0005f588 0x1005f588  35   36 .rdata  ascii   Invalid allocation size: %u bytes.\n
 977 0x0005f5b0 0x1005f5b0  32   33 .rdata  ascii   Client hook allocation failure.\n
 978 0x0005f5d4 0x1005f5d4  52   53 .rdata  ascii   Client hook allocation failure at file %hs line %d.\n
 979 0x0005f60c 0x1005f60c   9   10 .rdata  ascii   dbgheap.c
 980 0x0005f618 0x1005f618  17   18 .rdata  ascii   _CrtCheckMemory()
 981 0x0005f63c 0x1005f63c  25   26 .rdata  ascii   _pFirstBlock == pOldBlock
 982 0x0005f658 0x1005f658  24   25 .rdata  ascii   _pLastBlock == pOldBlock
 983 0x0005f674 0x1005f674  49   50 .rdata  ascii   fRealloc || (!fRealloc && pNewBlock == pOldBlock)
 984 0x0005f6a8 0x1005f6a8  57   58 .rdata  ascii   _BLOCK_TYPE(pOldBlock->nBlockUse)==_BLOCK_TYPE(nBlockUse)
 985 0x0005f6e4 0x1005f6e4  68   69 .rdata  ascii   pOldBlock->nLine == IGNORE_LINE && pOldBlock->lRequest == IGNORE_REQ
 986 0x0005f72c 0x1005f72c  33   34 .rdata  ascii   _CrtIsValidHeapPointer(pUserData)
 987 0x0005f750 0x1005f750  44   45 .rdata  ascii   Allocation too large or negative: %u bytes.\n
 988 0x0005f780 0x1005f780  35   36 .rdata  ascii   Client hook re-allocation failure.\n
 989 0x0005f7a4 0x1005f7a4  55   56 .rdata  ascii   Client hook re-allocation failure at file %hs line %d.\n
 990 0x0005f7fc 0x1005f7fc  21   22 .rdata  ascii   _pFirstBlock == pHead
 991 0x0005f814 0x1005f814  20   21 .rdata  ascii   _pLastBlock == pHead
 992 0x0005f82c 0x1005f82c  29   30 .rdata  ascii   pHead->nBlockUse == nBlockUse
 993 0x0005f84c 0x1005f84c  60   61 .rdata  ascii   pHead->nLine == IGNORE_LINE && pHead->lRequest == IGNORE_REQ
 994 0x0005f88c 0x1005f88c  41   42 .rdata  ascii   DAMAGE: after %hs block (#%d) at 0x%08X.\n
 995 0x0005f8b8 0x1005f8b8  42   43 .rdata  ascii   DAMAGE: before %hs block (#%d) at 0x%08X.\n
 996 0x0005f8e4 0x1005f8e4  38   39 .rdata  ascii   _BLOCK_TYPE_IS_VALID(pHead->nBlockUse)
 997 0x0005f90c 0x1005f90c  26   27 .rdata  ascii   Client hook free failure.\n
 998 0x0005f944 0x1005f944  57   58 .rdata  ascii   memory check error at 0x%08X = 0x%02X, should be 0x%02X.\n
 999 0x0005f980 0x1005f980  40   41 .rdata  ascii   %hs located at 0x%08X is %u bytes long.\n
1000 0x0005f9ac 0x1005f9ac  31   32 .rdata  ascii   %hs allocated at file %hs(%d).\n
1001 0x0005f9cc 0x1005f9cc  40   41 .rdata  ascii   DAMAGE: on top of Free block at 0x%08X.\n
1002 0x0005f9f8 0x1005f9f8   7    8 .rdata  ascii   DAMAGED
1003 0x0005fa00 0x1005fa00  42   43 .rdata  ascii   _heapchk fails with unknown return value!\n
1004 0x0005fa2c 0x1005fa2c  33   34 .rdata  ascii   _heapchk fails with _HEAPBADPTR.\n
1005 0x0005fa50 0x1005fa50  33   34 .rdata  ascii   _heapchk fails with _HEAPBADEND.\n
1006 0x0005fa74 0x1005fa74  34   35 .rdata  ascii   _heapchk fails with _HEAPBADNODE.\n
1007 0x0005fa98 0x1005fa98  35   36 .rdata  ascii   _heapchk fails with _HEAPBADBEGIN.\n
1008 0x0005faec 0x1005faec  34   35 .rdata  ascii   Bad memory block found at 0x%08X.\n
1009 0x0005fb10 0x1005fb10  39   40 .rdata  ascii   _CrtMemCheckPoint: NULL state pointer.\n
1010 0x0005fb44 0x1005fb44  39   40 .rdata  ascii   _CrtMemDifference: NULL state pointer.\n
1011 0x0005fb6c 0x1005fb6c  22   23 .rdata  ascii   Object dump complete.\n
1012 0x0005fb84 0x1005fb84  48   49 .rdata  ascii   crt block at 0x%08X, subtype %x, %u bytes long.\n
1013 0x0005fbb8 0x1005fbb8  39   40 .rdata  ascii   normal block at 0x%08X, %u bytes long.\n
1014 0x0005fbe0 0x1005fbe0  51   52 .rdata  ascii   client block at 0x%08X, subtype %x, %u bytes long.\n
1015 0x0005fc14 0x1005fc14   6    7 .rdata  ascii   {%ld} 
1016 0x0005fc1c 0x1005fc1c  10   11 .rdata  ascii   %hs(%d) : 
1017 0x0005fc28 0x1005fc28  19   20 .rdata  ascii   #File Error#(%d) : 
1018 0x0005fc3c 0x1005fc3c  19   20 .rdata  ascii   Dumping objects ->\n
1019 0x0005fc5c 0x1005fc5c  15   16 .rdata  ascii    Data: <%s> %s\n
1020 0x0005fc6c 0x1005fc6c   5    6 .rdata  ascii   %.2X 
1021 0x0005fc74 0x1005fc74  23   24 .rdata  ascii   Detected memory leaks!\n
1022 0x0005fc8c 0x1005fc8c  30   31 .rdata  ascii   Total allocations: %ld bytes.\n
1023 0x0005fcac 0x1005fcac  32   33 .rdata  ascii   Largest number used: %ld bytes.\n
1024 0x0005fcd0 0x1005fcd0  29   30 .rdata  ascii   %ld bytes in %ld %hs Blocks.\n
1025 0x0005fcf0 0x1005fcf0   8    9 .rdata  ascii   fclose.c
1026 0x0005fcfc 0x1005fcfc  14   15 .rdata  ascii   stream != NULL
1027 0x0005fd0c 0x1005fd0c  11   12 .rdata  ascii   str != NULL
1028 0x0005fd18 0x1005fd18  17   18 .rdata  ascii   *mode != _T('\0')
1029 0x0005fd2c 0x1005fd2c  12   13 .rdata  ascii   mode != NULL
1030 0x0005fd3c 0x1005fd3c  17   18 .rdata  ascii   *file != _T('\0')
1031 0x0005fd50 0x1005fd50   7    8 .rdata  ascii   fopen.c
1032 0x0005fd58 0x1005fd58  12   13 .rdata  ascii   file != NULL
1033 0x0005fd68 0x1005fd68  13   14 .rdata  ascii   i386\chkesp.c
1034 0x0005fd7c 0x1005fd7c 219  220 .rdata  ascii   The value of ESP was not properly saved across a function call.  This is usually a result of calling a function declared with one calling convention with a function pointer declared with a different calling convention. 
1035 0x0005fe84 0x1005fe84  10   11 .rdata  ascii   dbgdel.cpp
1036 0x0005fe98 0x1005fe98  36   37 .rdata  ascii   Microsoft Visual C++ Runtime Library
1037 0x0005fec0 0x1005fec0  60   61 .rdata  ascii   (Press Retry to debug the application - JIT must be enabled)
1038 0x0005ff00 0x1005ff00 111  112 .rdata  ascii   For information on how your program can cause an assertion\nfailure, see the Visual C++ documentation on asserts
1039 0x0005ff70 0x1005ff70  12   13 .rdata  ascii   Expression: 
1040 0x0005ff80 0x1005ff80   6    7 .rdata  ascii   Line: 
1041 0x0005ff88 0x1005ff88   6    7 .rdata  ascii   File: 
1042 0x0005ff90 0x1005ff90  22   23 .rdata  ascii   <program name unknown>
1043 0x0005ffa8 0x1005ffa8   9   10 .rdata  ascii   Program: 
1044 0x0005ffb4 0x1005ffb4  17   18 .rdata  ascii   Assertion failed!
1045 0x0005ffc8 0x1005ffc8   7    8 .rdata  ascii   mlock.c
1046 0x0005ffe8 0x1005ffe8  16   17 .rdata  ascii   Assertion Failed
1047 0x0005fffc 0x1005fffc   4    4 .rdata  ascii   Erro
1048 0x00060004 0x10060004   7    8 .rdata  ascii   Warning
1049 0x0006000c 0x1006000c  11   12 .rdata  ascii   %s(%d) : %s
1050 0x0006001c 0x1006001c  18   19 .rdata  ascii   Assertion failed: 
1051 0x00060030 0x10060030  42   43 .rdata  ascii   _CrtDbgReport: String too long or IO Error
1052 0x0006005c 0x1006005c  49   50 .rdata  ascii   Second Chance Assertion Failed: File %s, Line %d\n
1053 0x00060090 0x10060090   9   10 .rdata  ascii   wsprintfA
1054 0x0006009c 0x1006009c  10   11 .rdata  ascii   user32.dll
1055 0x000600a8 0x100600a8  34   35 .rdata  ascii   Microsoft Visual C++ Debug Library
1056 0x000600cc 0x100600cc  82   83 .rdata  ascii   Debug %s!\n\nProgram: %s%s%s%s%s%s%s%s%s%s%s\n\n(Press Retry to debug the application)
1057 0x00060120 0x10060120   9   10 .rdata  ascii   \nModule: 
1058 0x0006012c 0x1006012c   7    8 .rdata  ascii   \nFile: 
1059 0x00060134 0x10060134   7    8 .rdata  ascii   \nLine: 
1060 0x0006013c 0x1006013c 114  115 .rdata  ascii   \n\nFor information on how your program can cause an assertion\nfailure, see the Visual C++ documentation on asserts.
1061 0x000601b0 0x100601b0   8    9 .rdata  ascii   dbgrpt.c
1062 0x000601bc 0x100601bc  21   22 .rdata  ascii   szUserMessage != NULL
1063 0x00060238 0x10060238  22   23 .rdata  ascii   __GLOBAL_HEAP_SELECTED
1064 0x00060250 0x10060250  20   21 .rdata  ascii   __MSVCRT_HEAP_SELECT
1065 0x00060268 0x10060268  14   15 .rdata  ascii   format != NULL
1066 0x00060278 0x10060278   9   10 .rdata  ascii   sprintf.c
1067 0x00060284 0x10060284  14   15 .rdata  ascii   string != NULL
1068 0x00060294 0x10060294   7    8 .rdata  ascii   _file.c
1069 0x0006029c 0x1006029c  10   11 .rdata  ascii   _freebuf.c
1070 0x000602a8 0x100602a8   9   10 .rdata  ascii   _filbuf.c
1071 0x000602b4 0x100602b4   7    8 .rdata  ascii   _open.c
1072 0x000602bc 0x100602bc  16   17 .rdata  ascii   filename != NULL
1073 0x000602d0 0x100602d0   8    9 .rdata  ascii   stream.c
1074 0x000602dc 0x100602dc  62   63 .rdata  ascii   ("inconsistent IOB fields", stream->_ptr - stream->_base >= 0)
1075 0x0006031c 0x1006031c   9   10 .rdata  ascii   _flsbuf.c
1076 0x0006032f 0x1006032f  26   27 .rdata  ascii   ?IsProcessorFeaturePresent
1077 0x0006034c 0x1006034c   8    9 .rdata  ascii   KERNEL32
1078 0x00060358 0x10060358   5    6 .rdata  ascii   e+000
1079 0x000603d4 0x100603d4  10   11 .rdata  ascii   tidtable.c
1080 0x0006042f 0x1006042f   9   10 .rdata  ascii   @winsig.c
1081 0x0006043c 0x1006043c  18   19 .rdata  ascii   GetLastActivePopup
1082 0x00060450 0x10060450  15   16 .rdata  ascii   GetActiveWindow
1083 0x00060460 0x10060460  11   12 .rdata  ascii   MessageBoxA
1084 0x0006046c 0x1006046c   9   10 .rdata  ascii   fprintf.c
1085 0x00060478 0x10060478   9   10 .rdata  ascii   setvbuf.c
1086 0x00060484 0x10060484   8    9 .rdata  ascii   ioinit.c
1087 0x00060490 0x10060490   9   10 .rdata  ascii   stdenvp.c
1088 0x0006049c 0x1006049c   9   10 .rdata  ascii   stdargv.c
